system,sltp_method,total_opened,decisive,wins,losses,be_count,win_rate,pnl_r,avg_win,avg_loss,expectancy,profit_factor,sharpe,max_dd,max_consec_l,trades_per_day,wf_mean_wr,wf_std_wr,wf_positive_pct,mc_pnl_p10,mc_pnl_p50,mc_pnl_p90,mc_ruin_pct,rank_score
macd_hist_8_21_5,range_w60_q75_rr3.0,27367,25546,7628,17918,1821,29.859860643544977,2030.7672508485223,2.4131947799073927,-0.9140411369006947,0.07946687114017636,1.1239520596381447,9.202070231048653,174.94680815930178,28,141.92222222222222,29.871365050250617,0.8651967596868195,0.0,1669.7146057928928,2037.897052709352,2376.672687320445,0.305,0.005082255118451494
emacross_8_21,range_w30_q75_rr3.0,11808,10316,2836,7480,1492,27.49127568825126,1028.4756744037143,2.92829683789217,-0.9727336503639986,0.09970939584523886,1.1413682495335822,6.812178613439693,97.35569316165606,29,57.31111111111111,27.51084738795992,1.2279909375663056,0.0,787.333783901547,1046.9973516882894,1262.556497325538,0.275,0.004924477051035483
emacross_9_21,range_w30_q75_rr3.0,11275,9871,2699,7172,1404,27.34272110221862,969.3764134140644,2.9448233474549257,-0.9730260559262718,0.09822057964518516,1.1389309142764483,6.559486632613938,121.93640755483796,27,54.83888888888889,27.38074763353306,1.3803157078250006,0.0,733.3007154942424,937.3596298758257,1180.1946356635262,0.25,0.004832074344226386
macd_12_26_9,range_w100_q75_rr2.0,19082,17869,6320,11549,1213,35.36851530583692,1270.934756465105,1.9448765666811083,-0.9542466975848656,0.0711301578721244,1.1153317745805449,8.019530854831425,71.39893628092227,21,99.27222222222223,35.379482145568254,0.7363816397642817,0.0,1048.2938932416528,1273.8270118219484,1482.4792007274095,0.205,0.00453492244132803
macd_hist_12_26_9,range_w100_q75_rr2.0,19082,17869,6320,11549,1213,35.36851530583692,1270.934756465105,1.9448765666811083,-0.9542466975848656,0.0711301578721244,1.1153317745805449,8.019530854831425,71.39893628092227,21,99.27222222222223,35.379482145568254,0.7363816397642817,0.0,1048.2938932416528,1273.8270118219484,1482.4792007274095,0.205,0.00453492244132803
emacross_8_21,range_w100_q75_rr3.0,11800,10190,2774,7416,1610,27.222767419038274,949.3284953185481,2.9361581135419814,-0.9702520186726825,0.09318092605386097,1.1319614047808666,6.342790502633501,102.89423402070668,25,56.611111111111114,27.236413989095194,1.1823442436488196,0.0,705.9721773591605,966.9389017640335,1171.4436360695956,0.26,0.004373600486727577
macd_12_26_9,range_w60_q75_rr3.0,18963,17009,4806,12203,1954,28.25562937268505,1361.890886796884,2.711362456122419,-0.9562325085715576,0.0800695315436315,1.1167121188120914,7.237075447035168,86.20108176678104,31,94.49444444444444,28.262600010686356,0.8158270512671074,0.0,1140.7753244103408,1362.8540249082666,1663.7463715169658,0.255,0.004317045843885674
macd_hist_12_26_9,range_w60_q75_rr3.0,18963,17009,4806,12203,1954,28.25562937268505,1361.890886796884,2.711362456122419,-0.9562325085715576,0.0800695315436315,1.1167121188120914,7.237075447035168,86.20108176678104,31,94.49444444444444,28.262600010686356,0.8158270512671074,0.0,1140.7753244103408,1362.8540249082666,1663.7463715169658,0.255,0.004317045843885674
macd_8_21_5,atr7_q50w50_rr3.0,27302,25188,7659,17529,2114,30.407336827060504,1770.6695063993557,2.2673533857758805,-0.8897070782389409,0.07027093088800518,1.1134919883050907,8.323085632361318,209.6670727538159,27,139.93333333333334,30.416514488302372,0.7900069076157786,0.0,1483.5637522606723,1801.236310862492,2087.292603238611,0.295,0.004123340375488609
macd_hist_8_21_5,atr7_q50w50_rr3.0,27302,25188,7659,17529,2114,30.407336827060504,1770.6695063993557,2.2673533857758805,-0.8897070782389409,0.07027093088800518,1.1134919883050907,8.323085632361318,209.6670727538159,27,139.93333333333334,30.416514488302372,0.7900069076157786,0.0,1483.5637522606723,1801.236310862492,2087.292603238611,0.295,0.004123340375488609
ema50_rsi14,range_w30_q75_rr3.0,14053,12694,3540,9154,1359,27.887190798802585,1087.9816488612414,2.7292537778821035,-0.9366138491382296,0.0856936504404674,1.1268748828824342,6.705550132698378,111.58764045796215,26,70.52222222222223,27.900341552754035,0.7793112464835099,0.0,829.0352155452193,1090.1234821647968,1334.3498992232446,0.285,0.004108554943939765
emacross_5_21,range_w100_q75_rr3.0,14405,12611,3439,9172,1794,27.26984378716993,1107.9776051920974,2.862562556622452,-0.952479360121848,0.08787661098937616,1.1268537195519235,6.745639487152835,87.79699433563837,26,70.06111111111112,27.28347337645525,0.7096833288184627,0.0,849.4007553961371,1112.3605379725386,1352.1599747633304,0.31,0.004090209165901021
